Job Title,Company,Location,Date Posted,Date Extracted,Summary,Salary,Job URL
Mechanical Engineer (3rd year +),NAPCO,"Abbotsford, BC",2 days ago,2021-05-07,This position targets engineering students who wish to further develop a career interacting with plant operating personnel.,Not Provided,https://ca.indeed.com//rc/clk?jk=6c3d71d3d34d2af1&fccid=7fccb8388c653d63&vjs=3
Human Resources Coordinator,Magna International Inc.,"Mississauga, ON",24 days ago,2021-05-07,"Our capabilities include market and consumer research; full concept development; design and engineering capabilities; testing, validation and world-class…",Not Provided,https://ca.indeed.com//rc/clk?jk=cd8818b8e64e8b57&fccid=254ad00cf333484f&vjs=3
Fall Co op/Intern: Hardware Design,Ciena,"Ottawa, ON",10 days ago,2021-05-07,"O 2nd – 3rd year Electrical Engineering, preferably with prior co-op experience in related fields.
The successful candidate will be part of a Hardware Design…",Not Provided,https://ca.indeed.com//rc/clk?jk=da60b8f2fb675e68&fccid=144a39be55e8440b&vjs=3
"ST-Engineer, Process-Packaging (8 or 12 Months)",Apotex Inc.,"Etobicoke, ON",1 day ago,2021-05-07,"Must be enrolled in a recognized post-secondary Co-op education program.
Through vertical integration, Apotex is comprised of multiple divisions and affiliates…",Not Provided,https://ca.indeed.com//rc/clk?jk=e66ceb5518e1ada1&fccid=10c9cd41a5b83896&vjs=3
Engineer-in-Training,Wood Plc,"Yellowknife, NT",23 days ago,2021-05-07,Minimum of 1 to 3 years of geotechnical and/or materials testing field experience which can include previous summer or co-op employment terms in geotechnical…,Not Provided,https://ca.indeed.com//rc/clk?jk=58e7d2e4c3ab6114&fccid=022a1f0fd2bf3f85&vjs=3
Senior Game Designer,New World Interactive LLC,"Montréal, QC",30+ days ago,2021-05-07,"Experience working on multiplayer co-op games.
Bachelor's degree in game design, computer science, or computer engineering.
4+ years gaming industry experience.",Not Provided,https://ca.indeed.com//company/New-World-Interactive-LLC/jobs/Senior-Game-Designer-4d88e8789eda3c1d?fccid=4fe56cb472fa1127&vjs=3
Configuration and Data Management Specialist,Leonardo DRS,"Ottawa, ON",10 days ago,2021-05-07,Possession a degree or certificate in an engineering or related activity from a recognized post-secondary institution or equivalent experience;,Not Provided,https://ca.indeed.com//rc/clk?jk=8fca21e02c735e1c&fccid=4730d395dbdb7f3d&vjs=3
Project Coordinator (New Graduate),Turner Construction Company,"Vancouver, BC",30+ days ago,2021-05-07,Qualifications: Four-year college degree with formal engineering or architectural training or equivalent building construction experience and summer internship…,Not Provided,https://ca.indeed.com//rc/clk?jk=c1da112250dfab45&fccid=1f9a6328e6e785f3&vjs=3
Product Management,Mueller Water Products,"Toronto, ON",30+ days ago,2021-05-07,"Assist in defining the product deliverables and user experience to our engineering and operations teams.
Research and summarize competitive service offerings.",Not Provided,https://ca.indeed.com//rc/clk?jk=b073e1f6d9b9d981&fccid=b9aac0b77fa7d6b1&vjs=3
Lead Product Designer,Collage.com,Ontario,30+ days ago,2021-05-07,Collaborate with product management and engineering to continuously find the most effective ways to solve for user-facing opportunities.,Not Provided,https://ca.indeed.com//rc/clk?jk=a8a0c5148ad20be7&fccid=9394f82f784b291a&vjs=3
Eaton Leadership Development Program - Canada,Eaton,"Burlington, ON",30+ days ago,2021-05-07,"Minimum of one internship or co-op experience.
2-3 prior internship or co-op experiences.
Bachelor’s or Master’s Degree in electrical, mechanical, industrial,…",Not Provided,https://ca.indeed.com//rc/clk?jk=a11c7d54a34ccffd&fccid=87f38351bd29de24&vjs=3
Manufacturing Specialist - Assembly,KIRCHHOFF Automotive GmbH,"Aurora, ON",23 days ago,2021-05-07,"Minimum 3 years' experience in the automotive industry i.e. co-op or internship.
Ensures new equipment is modified accordingly as per engineering change…",Not Provided,https://ca.indeed.com//rc/clk?jk=9be98a1b711c7a52&fccid=ec801b1c517bf611&vjs=3
IT Support Technician,STEMCELL Technologies,"Burnaby, BC",30+ days ago,2021-05-07,"Work or co-op experience in a Systems Admin or Enterprise Service Desk role would be a strong advantage.
As a member of the Infrastructure & Operations group,…",Not Provided,https://ca.indeed.com//rc/clk?jk=920ffae96fc828fd&fccid=1495fd2cb143fcaf&vjs=3
Geotechnical Engineer,Wood Plc,"Vancouver, BC",30+ days ago,2021-05-07,"A minimum of 6 years of relevant experience, which can include previous summer or co-op employment terms in geotechnical/materials engineering, engineering…",Not Provided,https://ca.indeed.com//rc/clk?jk=b0106e3a8bd9a4e5&fccid=022a1f0fd2bf3f85&vjs=3
"Senior Engineer, Mill Maintenance",Gibraltar Mine,"Gibraltar, BC",2 days ago,2021-05-07,"Experience in reliability engineering and project management.
Lead a team of two Engineers and one Co-op Student.",Not Provided,https://ca.indeed.com//rc/clk?jk=eaa096293afd6841&fccid=f6463d31840f1daf&vjs=3
Head of Northern Ontario RMX,Lafarge Canada,"Mississauga, ON",Just posted,2021-05-07,"Hires and dismisses staff in co-ordination with HR, as required.
The Head of Northern Ontario Ready mix is responsible for the active management of our Ready…",Not Provided,https://ca.indeed.com//rc/clk?jk=6bb20124261f33fc&fccid=7618bab885a58aa7&vjs=3
Senior Game Designer,New World Interactive LLC,"Montréal, QC",30+ days ago,2021-05-07,"Experience working on multiplayer co-op games.
Bachelor's degree in game design, computer science, or computer engineering.
4+ years gaming industry experience.",Not Provided,https://ca.indeed.com//company/New-World-Interactive-LLC/jobs/Senior-Game-Designer-4d88e8789eda3c1d?fccid=4fe56cb472fa1127&vjs=3
Manufacturing Specialist - Assembly,KIRCHHOFF Automotive GmbH,"Aurora, ON",23 days ago,2021-05-07,"Minimum 3 years' experience in the automotive industry i.e. co-op or internship.
Ensures new equipment is modified accordingly as per engineering change…",Not Provided,https://ca.indeed.com//rc/clk?jk=9be98a1b711c7a52&fccid=ec801b1c517bf611&vjs=3
Configuration and Data Management Specialist,Leonardo DRS,"Ottawa, ON",10 days ago,2021-05-07,Possession a degree or certificate in an engineering or related activity from a recognized post-secondary institution or equivalent experience;,Not Provided,https://ca.indeed.com//rc/clk?jk=8fca21e02c735e1c&fccid=4730d395dbdb7f3d&vjs=3
Product Management,Mueller Water Products,"Toronto, ON",30+ days ago,2021-05-07,"Assist in defining the product deliverables and user experience to our engineering and operations teams.
Research and summarize competitive service offerings.",Not Provided,https://ca.indeed.com//rc/clk?jk=b073e1f6d9b9d981&fccid=b9aac0b77fa7d6b1&vjs=3
Lead Product Designer,Collage.com,Ontario,30+ days ago,2021-05-07,Collaborate with product management and engineering to continuously find the most effective ways to solve for user-facing opportunities.,Not Provided,https://ca.indeed.com//rc/clk?jk=a8a0c5148ad20be7&fccid=9394f82f784b291a&vjs=3
Eaton Leadership Development Program - Canada,Eaton,"Burlington, ON",30+ days ago,2021-05-07,"Minimum of one internship or co-op experience.
2-3 prior internship or co-op experiences.
Bachelor’s or Master’s Degree in electrical, mechanical, industrial,…",Not Provided,https://ca.indeed.com//rc/clk?jk=a11c7d54a34ccffd&fccid=87f38351bd29de24&vjs=3
IT Support Technician,STEMCELL Technologies,"Burnaby, BC",30+ days ago,2021-05-07,"Work or co-op experience in a Systems Admin or Enterprise Service Desk role would be a strong advantage.
As a member of the Infrastructure & Operations group,…",Not Provided,https://ca.indeed.com//rc/clk?jk=920ffae96fc828fd&fccid=1495fd2cb143fcaf&vjs=3
Project Coordinator (New Graduate),Turner Construction Company,"Vancouver, BC",30+ days ago,2021-05-07,Qualifications: Four-year college degree with formal engineering or architectural training or equivalent building construction experience and summer internship…,Not Provided,https://ca.indeed.com//rc/clk?jk=c1da112250dfab45&fccid=1f9a6328e6e785f3&vjs=3
"Senior Engineer, Mill Maintenance",Gibraltar Mine,"Gibraltar, BC",2 days ago,2021-05-07,"Experience in reliability engineering and project management.
Lead a team of two Engineers and one Co-op Student.",Not Provided,https://ca.indeed.com//rc/clk?jk=eaa096293afd6841&fccid=f6463d31840f1daf&vjs=3
Head of Northern Ontario RMX,Lafarge Canada,"Mississauga, ON",Just posted,2021-05-07,"Hires and dismisses staff in co-ordination with HR, as required.
The Head of Northern Ontario Ready mix is responsible for the active management of our Ready…",Not Provided,https://ca.indeed.com//rc/clk?jk=6bb20124261f33fc&fccid=7618bab885a58aa7&vjs=3
"Research Intern - Mobile Vision (PhD) | Stagiaire, Études, Vision mobile (doctorant ou doctorante)",Facebook,"Toronto, ON",30+ days ago,2021-05-07,Intent to return to degree-program after the completion of the internship/co-op | Intention de retourner au programme d’études après l’achèvement du stage ou du…,Not Provided,https://ca.indeed.com//rc/clk?jk=e47dd9295ba3e231&fccid=1639254ea84748b5&vjs=3
Geotechnical Engineer,Wood Plc,"Vancouver, BC",30+ days ago,2021-05-07,"A minimum of 6 years of relevant experience, which can include previous summer or co-op employment terms in geotechnical/materials engineering, engineering…",Not Provided,https://ca.indeed.com//rc/clk?jk=b0106e3a8bd9a4e5&fccid=022a1f0fd2bf3f85&vjs=3
Senior Technical Product Manager,Collage.com,Quebec Province,30+ days ago,2021-05-07,"Manage and prioritize a backlog of issues, as well as run biweekly sprints with the engineering lead.
Draft, collect feedback on, and finalize requirements docs…",Not Provided,https://ca.indeed.com//rc/clk?jk=ad212d3b81614057&fccid=9394f82f784b291a&vjs=3
Utility Treatment Technician Level IV (Permanent),Regional Municipality of Wood Buffalo,"Wood Buffalo, AB",30+ days ago,2021-05-07,Train and mentor junior operators and co-op students in the operation and maintenance of the wastewater treatment plants and distribution systems.,Not Provided,https://ca.indeed.com//rc/clk?jk=a488706a14fad4b9&fccid=1e1576283a82ee8d&vjs=3
Firmware Engineer (BIOS Developer),Curtiss-Wright,"Ottawa, ON",30+ days ago,2021-05-07,"Knowledge of software engineering best practices and standards.
Port reference Firmware code to new Intel processor-based single board computer (SBC) products.",Not Provided,https://ca.indeed.com//rc/clk?jk=b1a29868bc009f6e&fccid=8203bf77b6d24450&vjs=3
"Research Intern, Neural Interfaces (PhD) | Stagiaire, Études, Interfaces neurales (doctorat)",Facebook,"Toronto, ON",30+ days ago,2021-05-07,Intent to return to degree-program after the completion of the internship/co-op | Intention de retourner au programme d’études après l’achèvement du stage ou du…,Not Provided,https://ca.indeed.com//rc/clk?jk=1a679b4026ed2aba&fccid=1639254ea84748b5&vjs=3
Senior Product Designer,Collage.com,British Columbia,30+ days ago,2021-05-07,Collaborate with product management and engineering to continuously find the most effective ways to solve for user-facing opportunities.,Not Provided,https://ca.indeed.com//rc/clk?jk=5f0c6e334a847c26&fccid=9394f82f784b291a&vjs=3
Building Sciences Consultant,WSP,"Markham, ON",30+ days ago,2021-05-07,"Previous co-op / summer work experience in the construction or engineering industry is strongly desired;
Conduct field reviews of building envelope elements on…",Not Provided,https://ca.indeed.com//rc/clk?jk=ed1bd75565691c3f&fccid=125e77713a321cdc&vjs=3
Sr. Technical Program Manager,"Amazon.com.ca, Inc.","Vancouver, BC",30+ days ago,2021-05-07,"7+ years of experience working directly with engineering teams.
Bachelor's Degree in computer science, engineering or related discipline or equivalent…",Not Provided,https://ca.indeed.com//rc/clk?jk=204972cab7def5b4&fccid=fe2d21eef233e94a&vjs=3
"Research Intern, Optical Design (PhD) | Stagiaire, Études, Modèle optique (doctorant ou doctorante)",Facebook,"Vancouver, BC",30+ days ago,2021-05-07,"Intent to return to degree-program after the completion of the internship/co-op.
In particular we welcome PhD students in optics, electrical engineering,…",Not Provided,https://ca.indeed.com//rc/clk?jk=9dc4a339d272267c&fccid=1639254ea84748b5&vjs=3
"Manufacturing Systems Engineer/Analyst, Digital Operations",EY,"Toronto, ON",30+ days ago,2021-05-07,Approximately 3-5 years of related working experience with integrated manufacturing systems (including university internships and/or co-op placements).,Not Provided,https://ca.indeed.com//rc/clk?jk=4f49036b231039fc&fccid=1544766d4c2915b0&vjs=3
"Eaton Intern - Data Science Specialist - Burlington, ON, Canada",Eaton,"Burlington, ON",12 days ago,2021-05-07,"Minimum of one internship or co-op experience completed at the time of this application.
Actively pursuing a bachelor’s degree program in computer science,…",Not Provided,https://ca.indeed.com//rc/clk?jk=043599e79fbf61dd&fccid=87f38351bd29de24&vjs=3
Intelligent Transportation Systems (ITS) Designer,LEA Consulting Ltd.,"Markham, ON",17 days ago,2021-05-07,"Relevant Co-op experience is an asset and considered towards experience.
The successful applicant will be responsible for various systems designs, from…",Not Provided,https://ca.indeed.com//rc/clk?jk=0ae7bc37755550b1&fccid=c2d35e7dba1a87bc&vjs=3
"Intern –Total Fund Insights & Analytics, Risk (12 month contract)",Ontario Teachers' Pension Plan,"Toronto, ON",2 days ago,2021-05-07,The Total Fund Insights & Analytics team within the Risk team is responsible for producing portfolio insights for senior management of the fund as well as to…,Not Provided,https://ca.indeed.com//rc/clk?jk=08bdd6268f758cf2&fccid=17bf781939cc1c3e&vjs=3
Quality Assurance & Environmental Manager,Federated Co-operatives Limited,"Belle Plaine, SK",3 days ago,2021-05-07,"Ensure that the Co-op Ethanol Complex is operated in compliance with the environmental regulations.
You will be responsible to initiate, plan, and develop…",Not Provided,https://ca.indeed.com//rc/clk?jk=98335cb421ba1e2a&fccid=3eb196da8551a906&vjs=3
Software Engineer,Bolt,"Toronto, ON",30+ days ago,2021-05-07,"Relevant industry experience (internships/Co-op if new grad).
In addition, by owning checkout, Bolt sits at a critical junction in the shopper’s interaction…",Not Provided,https://ca.indeed.com//rc/clk?jk=efafdb8cd7f90d8f&fccid=2472edbe03e34796&vjs=3
"Consultant, Machinery & Equipment Valuations",KPMG,"Toronto, ON",6 days ago,2021-05-07,Minimum of 2 years of relevant experience (including any co-op placements or internships) working in an analytical role and/or client serving environment.,Not Provided,https://ca.indeed.com//rc/clk?jk=e6e393f09f9b90b2&fccid=2dd390c3a48a7ed0&vjs=3
Geotechnical EIT,Stantec,"St. John's, NL",30+ days ago,2021-05-07,"Co-op/Internship experience preferred.
Understanding of geotechnical engineering concepts and ability to effectively communicate ideas to others.",Not Provided,https://ca.indeed.com//rc/clk?jk=d4727378f6775af3&fccid=f1582c464db8553b&vjs=3
Supply Chain Systems Analyst,Loblaw Companies Limited,"Brampton, ON",8 days ago,2021-05-07,"Toward that end, this team develops and maintains Logistics’ relationship with the academic community through research projects, co-op programs, and regular…",Not Provided,https://ca.indeed.com//rc/clk?jk=5f199aead116d7a7&fccid=bc30630cfcc120d4&vjs=3
Bilingual Employee Experience Coordinator,WSP,"Montréal, QC",30+ days ago,2021-05-07,"You will demonstrate an in-depth understanding of WSP’s People & Culture strategy and enablers, with a focus on integrating the talent strategy, including…",Not Provided,https://ca.indeed.com//rc/clk?jk=47a912eab5850f3a&fccid=125e77713a321cdc&vjs=3
Human Resources Manager,Multimatic,"Markham, ON",30+ days ago,2021-05-07,"Employee recruitment and onboarding – including leading the Co-op and New Graduate hiring programs.
The facility has design, analysis, controls/software…",Not Provided,https://ca.indeed.com//rc/clk?jk=cf284ce152147501&fccid=cf92688814c05426&vjs=3
Mechanical Technical Advisor - Intern,Wabtec,"Calgary, AB",30+ days ago,2021-05-07,"Individuals with less than 2 years of work experience (outside of co-op/internship/summer work experience);
You will gain exposure supporting the transportation…",Not Provided,https://ca.indeed.com//rc/clk?jk=9ada8803fc83cd91&fccid=4f4e9de46f588f62&vjs=3
Software Engineer,Bolt,"Toronto, ON",30+ days ago,2021-05-07,"Relevant industry experience (internships/Co-op if new grad).
In addition, by owning checkout, Bolt sits at a critical junction in the shopper’s interaction…",Not Provided,https://ca.indeed.com//rc/clk?jk=efafdb8cd7f90d8f&fccid=2472edbe03e34796&vjs=3
"Research Intern, Multi-Modal 3D Registration and Segmentation (PhD) | Stagiaire, Études, Traitement et segmentation 3D multimodal (doctorat)",Facebook,"Vancouver, BC",30+ days ago,2021-05-07,"Intent to return to degree-program after the completion of the internship/co-op.
Demonstrated some software engineering experience via an internship, work…",Not Provided,https://ca.indeed.com//rc/clk?jk=bb20045d2a6ab21b&fccid=1639254ea84748b5&vjs=3
Human Resources Coordinator,Magna International Inc.,"Mississauga, ON",24 days ago,2021-05-07,"Our capabilities include market and consumer research; full concept development; design and engineering capabilities; testing, validation and world-class…",Not Provided,https://ca.indeed.com//rc/clk?jk=cd8818b8e64e8b57&fccid=254ad00cf333484f&vjs=3
Geotechnical EIT,Stantec,"St. John's, NL",30+ days ago,2021-05-07,"Co-op/Internship experience preferred.
Understanding of geotechnical engineering concepts and ability to effectively communicate ideas to others.",Not Provided,https://ca.indeed.com//rc/clk?jk=d4727378f6775af3&fccid=f1582c464db8553b&vjs=3
Intermediate Geotechnical Engineer,Wood Plc,"Kamloops, BC",30+ days ago,2021-05-07,"A minimum of 6 years of relevant experience, which can include previous summer or co-op employment terms in geotechnical/materials engineering, engineering…",Not Provided,https://ca.indeed.com//rc/clk?jk=216e9317dddafcc2&fccid=022a1f0fd2bf3f85&vjs=3
Senior Software Developer,Oracle,"Kitchener, ON",8 days ago,2021-05-07,"Mentor more junior members of the team and co-op students.
4 years of software engineering or related experience.
Experiance as a Scrum Master is an asset.",Not Provided,https://ca.indeed.com//rc/clk?jk=b27aaf7cd4032f01&fccid=cd22d01053af7669&vjs=3
Supply Chain Systems Analyst,Loblaw Companies Limited,"Brampton, ON",8 days ago,2021-05-07,"Toward that end, this team develops and maintains Logistics’ relationship with the academic community through research projects, co-op programs, and regular…",Not Provided,https://ca.indeed.com//rc/clk?jk=09a600e560608714&fccid=bc30630cfcc120d4&vjs=3
"Analyst, Strategic Business",CMLS Financial,"Vancouver, BC",30+ days ago,2021-05-07,"Minimum 2 years of experience (or a combination of co-op/intern work experience) working in a business environment.
Participate in special projects as needed.",Not Provided,https://ca.indeed.com//rc/clk?jk=cb143a6312f89069&fccid=75006dd589f3e419&vjs=3
"Software Developer (12 Months), Fall 2021 PEY Opportunities",RBC,Ontario,3 days ago,2021-05-07,"Currently enrolled at a Canadian post-secondary institution with a focus on computer science, engineering, or technology.",Not Provided,https://ca.indeed.com//rc/clk?jk=d700a104c1b1144a&fccid=537b899e30af3338&vjs=3
Geotechnical Engineer,Wood Plc,"Vancouver, BC",30+ days ago,2021-05-07,"A minimum of 6 years of relevant experience, which can include previous summer or co-op employment terms in geotechnical/materials engineering, engineering…",Not Provided,https://ca.indeed.com//rc/clk?jk=b0106e3a8bd9a4e5&fccid=022a1f0fd2bf3f85&vjs=3
Environmental Project Manager,GHD,"Ottawa, ON",30+ days ago,2021-05-07,"At least 5 years’ engineering experience, co-op or full-time environmental experience.
Conducting field work including; groundwater/soil sampling, water level…",Not Provided,https://ca.indeed.com//rc/clk?jk=43a5c94c8e03081c&fccid=25b9aa55f7b71e5c&vjs=3
Senior Full-stack Software Engineer (Remote),Collage.com,"Vancouver, BC",30+ days ago,2021-05-07,"Collage.com's mission is to make custom products easy for everyone, by creating fantastic software and providing excellent customer service.",Not Provided,https://ca.indeed.com//rc/clk?jk=3ac0669109b8a255&fccid=9394f82f784b291a&vjs=3
"Research Intern - Mobile Vision (PhD) | Stagiaire, Études, Vision mobile (doctorant ou doctorante)",Facebook,"Toronto, ON",30+ days ago,2021-05-07,Intent to return to degree-program after the completion of the internship/co-op | Intention de retourner au programme d’études après l’achèvement du stage ou du…,Not Provided,https://ca.indeed.com//rc/clk?jk=e47dd9295ba3e231&fccid=1639254ea84748b5&vjs=3
"Analyst, Strategic Business",CMLS Financial Ltd.,"Vancouver, BC",30+ days ago,2021-05-07,"Minimum 2 years of experience (or a combination of co-op/intern work experience) working in a business environment.
Participate in special projects as needed.",Not Provided,https://ca.indeed.com//rc/clk?jk=1b9392f4e94e4488&fccid=75006dd589f3e419&vjs=3
"ML Codesign Intern (PhD) | Stagiaire, Études, Conception conjointe matérielle-logicielle d'apprentissage automatique (doctorat)",Facebook,"Montréal, QC",30+ days ago,2021-05-07,Intent to return to degree-program after the completion of the internship/co-op | Intention de retourner au programme d’études après l’achèvement du stage ou du…,Not Provided,https://ca.indeed.com//rc/clk?jk=8f4ed34212046045&fccid=1639254ea84748b5&vjs=3
"Research Intern, Digital Holography (PhD) | Stagiaire, Études, Holographie numérique (doctorat)",Facebook,"Montréal, QC",30+ days ago,2021-05-07,Intent to return to degree-program after the completion of the internship/co-op | Intention de retourner au programme d'études après l'achèvement du stage/de l…,Not Provided,https://ca.indeed.com//rc/clk?jk=aed1d7538c71edac&fccid=1639254ea84748b5&vjs=3
Intermediate Full Stack Software Engineer,Verto Health,"Toronto, ON",8 days ago,2021-05-07,"You will assist and guide the work of junior developers and co-op students.
Our Digital Twin Platform transforms the speed and cost of sharing patient data,…",Not Provided,https://ca.indeed.com//rc/clk?jk=e15cd7ceb4f83356&fccid=ab0dc059dee6a726&vjs=3
Fall Co op/Intern: Optical Microsystems Product Verification,Ciena,"Ottawa, ON",10 days ago,2021-05-07,"The successful candidate will be working towards a degree in engineering or computer science.
Hands-on testing of features on the optical modules, using the…",Not Provided,https://ca.indeed.com//rc/clk?jk=6b05e7f8cbf8ed77&fccid=144a39be55e8440b&vjs=3
"Senior Consultant, Business Consulting, Supply Chain Risk, Consulting",Ernst & Young,"Calgary, AB",30+ days ago,2021-05-07,Approximately 2-5 years of related working experience; including university internships and/or co-op placements (ideally a combination of field/on-site and head…,Not Provided,https://ca.indeed.com//rc/clk?jk=e8ee05016173426f&fccid=1544766d4c2915b0&vjs=3
"Research Intern - Computational Photography (PhD) | Stagiaire, Études - Photographie informatique (doctorat)",Facebook,"Toronto, ON",30+ days ago,2021-05-07,"Intent to return to degree-program after the completion of the internship/co-op.
Relevant research or software engineering work experiences, including…",Not Provided,https://ca.indeed.com//rc/clk?jk=68e128b5ffe7816e&fccid=1639254ea84748b5&vjs=3
Senior Software Engineer,Curtiss-Wright,"Ottawa, ON",24 days ago,2021-05-07,"Knowledge of software engineering best practices and standards.
Define requirements for new embedded software products.
Windows BSPs and driver development.",Not Provided,https://ca.indeed.com//rc/clk?jk=3cb73175a78ede04&fccid=8203bf77b6d24450&vjs=3
Lead Software Engineer (Remote),Collage.com,Alberta,30+ days ago,2021-05-07,"Collage.com's mission is to make custom products easy for everyone, by creating fantastic software and providing excellent customer service.",Not Provided,https://ca.indeed.com//rc/clk?jk=adbf54d4860dfebd&fccid=9394f82f784b291a&vjs=3
Associate Technical Product Manager,D2L,"Kitchener, ON",30+ days ago,2021-05-07,"At least one year of relevant work experience or equivalent co-op/internship experience.
The Associate Technical Product Manager will drive transitions from…",Not Provided,https://ca.indeed.com//rc/clk?jk=b467e4e37f8c7e9c&fccid=d797af08f7544bdf&vjs=3
"ST-Engineer, Process-Packaging (8 or 12 Months)",Apotex Inc.,"Etobicoke, ON",1 day ago,2021-05-07,"Must be enrolled in a recognized post-secondary Co-op education program.
Through vertical integration, Apotex is comprised of multiple divisions and affiliates…",Not Provided,https://ca.indeed.com//rc/clk?jk=e66ceb5518e1ada1&fccid=10c9cd41a5b83896&vjs=3
Software Developer,Oracle,"Kitchener, ON",7 days ago,2021-05-07,"Co-op/intern or other industry experience in software is a plus.
Collaborate with your fellow co-ops/interns to work hard & have fun.",Not Provided,https://ca.indeed.com//rc/clk?jk=f143dc3bf68ed380&fccid=cd22d01053af7669&vjs=3
Senior Software Developer in Test,Oracle,"Kitchener, ON",30+ days ago,2021-05-07,"Mentor more junior members of the team and co-op students.
4 years of software engineering or related experience.
Fully competent in own area of expertise.",Not Provided,https://ca.indeed.com//rc/clk?jk=295934d02cb36ef6&fccid=cd22d01053af7669&vjs=3
"Technical Systems Analyst, Fall Student 2021 Opportunities",RBC,"Toronto, ON",3 days ago,2021-05-07,"Currently enrolled at a Canadian post-secondary institution with a focus on computer science, engineering, or technology.
Ability to hand-code all components.",Not Provided,https://ca.indeed.com//rc/clk?jk=58cd88a4b2781fc5&fccid=537b899e30af3338&vjs=3
Sr. Technical Program Manager,"Amazon.com.ca, Inc.","Vancouver, BC",30+ days ago,2021-05-07,"7+ years of experience working directly with engineering teams.
Bachelor's Degree in computer science, engineering or related discipline or equivalent…",Not Provided,https://ca.indeed.com//rc/clk?jk=204972cab7def5b4&fccid=fe2d21eef233e94a&vjs=3
"Network Automation Engineer Intern, Infrastructure Data Center | Ingénieur/ingénieure stagiaire, Automatisation des réseaux, Centre de données en infrastructures",Facebook,"Vancouver, BC",30+ days ago,2021-05-07,Intent to return to degree-program after the completion of the internship/co-op | Intention de retourner au programme d’études après l’achèvement du stage ou du…,Not Provided,https://ca.indeed.com//rc/clk?jk=0d8651ff807f59a7&fccid=1639254ea84748b5&vjs=3
Engineer- in-Training,exp,"Brampton, ON",30+ days ago,2021-05-07,"Previous relevant experience (including co-op work terms).
As part of the Geotechnical/Materials Testing group and reporting directly to Project Managers and…",Not Provided,https://ca.indeed.com//rc/clk?jk=cbb5512fa87e4841&fccid=976b101fe6125664&vjs=3
Highways Designer/Drafter,LEA Consulting Ltd.,"Markham, ON",22 days ago,2021-05-07,"Engineering interns or Co-op terms with the same/similar responsibilities are counted towards experience.
LEA provides consulting services for planning, design,…",Not Provided,https://ca.indeed.com//rc/clk?jk=259f09f1f7c5088b&fccid=c2d35e7dba1a87bc&vjs=3
Mechanical Technical Advisor - Intern,Wabtec,"Calgary, AB",30+ days ago,2021-05-07,"Individuals with less than 2 years of work experience (outside of co-op/internship/summer work experience);
You will gain exposure supporting the transportation…",Not Provided,https://ca.indeed.com//rc/clk?jk=9ada8803fc83cd91&fccid=4f4e9de46f588f62&vjs=3
5G gNodeB OAM Developer – New Grads,Dell Technologies,"Ottawa, ON",30+ days ago,2021-05-07,Bachelor’s or master’s level degree in Computer Science or computer engineering with hands-on experience gained through internship/co-op involving C/C++…,Not Provided,https://ca.indeed.com//rc/clk?jk=015d235e060f55b7&fccid=dd09fe3b43125016&vjs=3
5G gNodeB CU Developer-New Grad,Dell Technologies,"Ottawa, ON",30+ days ago,2021-05-07,Bachelor’s or master’s level degree in Computer Science or computer engineering with hands-on experience gained through internship/co-op involving C/C++…,Not Provided,https://ca.indeed.com//rc/clk?jk=c694422f1dd0dcde&fccid=dd09fe3b43125016&vjs=3
"Student Intern, Cloud and Collaboration",Celestica,"Toronto, ON",30+ days ago,2021-05-07,Education: currently enrolled in an official University Internship/co-op program completing 3rd year of a Computer Science or Computer/Electrical Engineering…,Not Provided,https://ca.indeed.com//rc/clk?jk=bc54dc781169e70b&fccid=e7e593a18b26fee3&vjs=3
Senior Full Stack Developer,DRW Trading Group,"Montréal, QC",30+ days ago,2021-05-07,Previous professional experience working in a Linux based environment (internships and co-op experience is relevant).,Not Provided,https://ca.indeed.com//rc/clk?jk=6fbdd42b40764805&fccid=42ccd87a2c182a30&vjs=3
"Quality Control Analyst, Microbiology",STEMCELL Technologies,"Vancouver, BC",28 days ago,2021-05-07,Minimum BSc or technical degree in Microbiology or equivalent with 0-2 years related lab experience (co-op work experience is applicable).,Not Provided,https://ca.indeed.com//rc/clk?jk=58d24857b24cc0a3&fccid=1495fd2cb143fcaf&vjs=3
Manager - Talent Acquisition,SnapTravel,"Toronto, ON",30+ days ago,2021-05-07,"Design and apply all strategies that will help us to attract and hire qualified candidates, including interviewing techniques, training, referral programs and…",Not Provided,https://ca.indeed.com//rc/clk?jk=d7294abdfd739e01&fccid=960d8f54f5a1520f&vjs=3
Senior Mechanical Designer - Automation,ATS Automation Tooling Systems Inc.,"Cambridge, ON",6 days ago,2021-05-07,"Will liaise with customers and in-house technical and engineering staff.
Periodically oversees Co-op students, Junior and Intermediate Designers on various…",Not Provided,https://ca.indeed.com//rc/clk?jk=9c9a6c4069ee1570&fccid=c24b48f7054267a0&vjs=3
Senior Industrial Facility Planner - Engineer/Architect,Stantec,"Ottawa, ON",23 days ago,2021-05-07,"Depending on the candidate, the role may include coaching and supervising industrial engineers, EITs, and co-op students.
Travel : Yes, 10 % of the Time.",Not Provided,https://ca.indeed.com//rc/clk?jk=b047bca02e88a6f1&fccid=f1582c464db8553b&vjs=3
